1.090472027700447183e-01,-2.450513080596320448e-01,-3.527057179113235463e-01,-3.495001592081768971e-01,-3.459308358506623660e-01,-3.201347117341775128e-01,-3.507537001729188475e-01,-3.001151772232549808e-01,-3.505233530124004515e-01,-3.512664054622766097e-01,-5.833910053779033621e-04,-3.674059835667230320e-04,2.016743442399566836e-04
8.240134930164733085e-04,9.716699072549286106e-04,-3.961995145393751565e-04,-5.139610139525687630e-04,-2.008201076886310076e-04,-2.326560618720439498e-04,-2.464759588331135072e-04,-2.219724136383485031e-04,-4.347579549216241132e-04,-2.105122024402663120e-04,7.139885779487793460e-01,6.894013938549360399e-01,-1.222437999628207261e-01
8.483566380884575153e-01,5.263715489585094609e-01,2.747314642995934975e-03,-2.106713770095566818e-02,4.858695851605004945e-03,-2.012261191287073592e-02,-1.035917597302069004e-02,-4.286593739053379259e-02,-1.894407386159879803e-02,-6.213555103409595937e-03,-7.796419007892953397e-04,-1.055306827868581192e-03,-3.158533469157356129e-04
-5.219121497848929576e-04,-1.426849688534119584e-04,-1.044559903386914806e-04,-1.197747882461428322e-04,-4.491050160559811064e-05,-3.148367020828278886e-05,-4.477545187348912464e-05,-1.402212584332967603e-05,-9.662363012485149401e-05,-4.035178169798876236e-05,9.615779736649222864e-02,-2.694916790861784373e-01,-9.581897404619618142e-01
-2.451586531203981908e-04,2.150650352603149739e-04,-1.160219132430707987e-04,-1.486891751908233001e-04,-2.336333623482940739e-05,-8.104167155740789417e-06,-3.302858968335327708e-05,-4.517601432380141804e-05,-1.165225857913522272e-04,-4.346160356572948259e-05,6.935217837235746474e-01,-6.723828370415532163e-01,2.587058074683040165e-01
2.701618985346488366e-01,-3.837806134779965239e-01,9.450021160994262481e-02,-7.741143000846634203e-03,-2.282211928316916771e-01,-3.551293917925190669e-01,-9.948244288298130344e-02,7.349172702701243232e-01,1.101318668426853886e-01,1.743664826000456691e-01,3.473882382821660408e-04,3.083312294017688613e-05,-7.533781277736646101e-05
-4.262820767087877050e-01,7.014707302090512631e-01,-1.271041876514188429e-01,-2.335652363265085241e-01,-2.251404950031537233e-01,-1.542859985133225864e-01,-1.180586075590114581e-01,3.990530498835346274e-01,-7.411848934308939985e-02,-4.844201597671515813e-02,-6.348571680458948638e-04,-1.317854538148327851e-04,1.689525909081899917e-04
9.876384748371781763e-02,-1.114000752355762403e-01,-1.787295450372028416e-01,-1.195475048994227157e-01,-2.077841110477442466e-01,8.497438936121879394e-01,-1.885370631724184176e-01,2.998947271807210768e-01,-3.130618751776009095e-02,-1.997443333001693300e-01,1.581407698925525697e-05,4.575254257974310269e-06,-4.670132625283850538e-06
-4.973452017806050812e-02,8.714613109527670487e-02,1.278850041862966691e-01,3.363834344148224909e-01,-4.841938872370963320e-01,3.392585475726302147e-03,-4.858677859330581827e-01,-2.695626948498074382e-01,5.549843740642663725e-01,9.606856312403609655e-02,1.667634358460660547e-04,5.785315939661425134e-05,-5.219124344059227188e-05
5.859499241360721124e-03,2.738725622634251636e-02,-3.827268430426515877e-01,6.353709195937997656e-01,-6.628772645955255394e-02,-1.245645278414283796e-01,2.867770028295286711e-01,1.506667321936024095e-01,6.440849830885225780e-02,-5.657200669205383337e-01,1.141806620953649107e-04,4.102976584283939116e-05,-3.612756651622739743e-05
3.594247981520800467e-02,-5.179677261920017511e-02,-3.548368994768803519e-01,-4.989292951931432740e-01,5.760662156587612048e-02,-5.035866981136663534e-02,3.126619776019420316e-01,-4.896201048343378631e-02,7.118901455088428865e-01,-9.158971946436653133e-02,-2.000624714813848683e-05,-7.220930005819806846e-06,6.338744739761412904e-06
-1.161495109735251850e-02,5.588789408941143358e-03,5.038230497544667896e-01,-1.401605387387205026e-01,3.907692557745963136e-01,-7.162410905532548555e-02,-3.275891889767538756e-01,1.083459085021800244e-01,1.856477426208293646e-01,-6.442064784129645227e-01,8.155426828262318014e-05,2.978639170537541669e-05,-2.593350029414545036e-05
2.434666349608548535e-03,-8.029105650113771767e-03,5.253376355366889960e-01,-1.519072886125656940e-01,-5.826696299064080264e-01,4.392280509996918797e-02,5.423125540311932724e-01,-9.648386986884470440e-02,-6.901347313372958869e-02,-2.264202551986111145e-01,6.330643198513672841e-05,2.318743898675579043e-05,-2.014832381804899881e-05
